Aircraft_Type,Check_A_Part_Price,Check_B_Part_Price,Check_C_Part_Price
A321,9.133211568,74.14484492,2048.908455
A321,15.87872882,74.2963696,1705.686081
A321,12.31914385,60.21608957,1586.213918
A321,9.453219656,68.00194683,2623.967299
A321,10.0329246,54.38130218,1546.847056
A321,16.2769473,52.64867174,1991.929909
A321,14.36264174,61.000304,1941.784621
A321,10.27187705,45.46087786,1451.378775
A321,11.15698119,53.6733003,1782.1628
A321,9.5938888,70.01164805,2536.198499
A321,11.13405861,65.06351434,2334.122415
A321,8.374092951,73.68711375,2727.279601
A321,11.93988721,59.57119356,2225.61576
A321,11.36130929,69.08023513,1792.748795
A321,10.57346742,38.68167694,2205.617521
A321,9.617383632,70.05404505,910.129362
A321,10.50655835,64.27943335,1162.947376
A321,10.80279434,62.42525702,1498.319606
A321,13.78283273,59.20417542,1769.44329
A321,10.7521488,66.06185359,1448.821934
A321,14.59023106,75.81110279,1732.36372
A321,15.43740267,47.00673444,1810.778506
A321,15.392255,66.62670325,2084.371926
A321,8.613573422,78.32228131,1291.567856
A321,9.237267497,56.05963399,2203.973735
A321,10.16869113,43.88921112,1562.359953
A321,15.37206439,58.67009906,1827.141332
A321,14.82808927,80.90608613,1185.151706
A321,10.38726898,66.15752619,1346.638102
A321,15.43816345,65.56257918,1880.361384
A321,8.741105262,54.1416308,1703.439595
A321,8.873030115,51.62788375,2127.943612
A321,11.70088057,66.14948458,2018.068759
A321,14.10574182,54.7155779,1791.272646
A321,15.47918745,75.5991033,1751.706994
A321,13.02221599,63.86469061,1586.09058
A321,10.40779434,39.46867,1762.194769
A321,10.28775869,50.59141825,1661.500842
A321,11.4582464,48.88596127,1517.687261
A321,9.403439893,68.04151865,1911.78929
A321,11.46838191,73.80211375,1021.595801
A321,14.84403293,64.19518363,1034.170206
A321,10.81804615,60.29686191,1515.718699
A321,10.41821268,64.21313804,1790.877392
A321,5.613185148,50.95258435,1737.884276
A321,14.32446916,68.68098145,1710.913444
A321,12.38205142,37.20698865,1022.977444
A321,23.20389354,72.14481512,4036.399748
A321,8.683239731,66.70586084,2147.727283
A321,14.98957779,50.50240992,1408.468646
A321,11.93255805,46.33978936,1977.502458
A321,10.45790552,65.53710401,1929.501254
A321,12.83426093,77.26378721,2271.971054
A321,8.154067797,42.26568728,1216.666403
A321,9.613966705,52.67527036,1128.314645
A321,8.396929466,65.67353394,1086.62834
A321,13.90134966,56.70753782,1071.783958
A321,6.217308483,72.61804672,2143.757332
A321,13.80261186,71.11047954,2685.871023
A321,12.54745323,50.07120516,1538.758375
A321,11.60551836,72.54365019,2010.329315
A321,11.70561528,50.2656129,1669.525336
A321,14.49055275,19.05796202,1763.978193
A321,12.76292403,67.18299151,1812.988407
A321,14.51233048,62.22068936,2305.467542
A321,10.71282453,58.11436761,2272.409361
A321,10.56759539,55.18312432,2085.683134
A321,11.65385163,49.09007985,1820.87672
A321,15.66894023,52.38029445,1824.736089
A321,13.51085596,69.19100645,2087.209503
A321,12.62084492,40.09707056,1899.546517
A321,9.365774468,71.95773923,2059.384542
A321,8.333160433,75.58279367,1322.04749
A321,13.07016487,54.15210957,2281.615478
A321,11.67422136,113.1650305,1838.334152
A321,11.89635711,64.859541,1005.169006
A321,12.06424123,75.09743536,2238.571937
A321,20.44373707,61.59769211,5121.978807
A321,13.33793529,68.16452364,1423.073476
A321,8.983063851,42.16108717,2042.208983
A321,17.02368708,36.14786728,1862.52397
A321,5.196319219,53.6476684,2281.522393
A321,10.26631922,96.57783017,2135.866807
